tau,slice,series,n,sq
48,sel,s48,674,24.96061210816394
48,sel,s72,674,24.95955207178424
48,sel,s96,674,23.804403595556437
48,sel,s120,674,24.131249870088595
48,sel,b24x48,674,24.05667361246229
48,sel,b24x72,674,23.914821342725034
48,sel,b24x96,674,23.10725375633847
48,sel,b24x120,674,23.029950548996904
48,sel,b48x72,674,24.667173968920615
48,sel,b48x96,674,23.85944163254245
48,sel,b48x120,674,23.533684002617445
48,sel,b72x96,674,23.99840555832857
48,sel,b72x120,674,23.777117024898804
48,sel,b96x120,674,23.547432507057607
48,sco,s24,407,16.43361711422964
48,sco,s48,407,15.677539180522245
48,sco,s72,407,15.676559831459137
48,sco,s96,407,17.686259600092747
48,sco,s120,407,16.13651317236295
48,sco,b24x48,407,15.93921121837164
48,sco,b24x72,407,15.890336742426175
48,sco,b24x96,407,16.568083213615534
48,sco,b24x120,407,15.89157662698077
48,sco,b48x72,407,15.535685052617003
48,sco,b48x96,407,16.291625046827658
48,sco,b48x120,407,15.541261497559324
48,sco,b72x96,407,16.34446065244948
48,sco,b72x120,407,15.57386776244444
48,sco,b96x120,407,16.46109099703855
51,sel,s24,673,22.180881159338494
51,sel,s48,673,24.241373858510038
51,sel,s72,673,23.426765658758875
51,sel,s96,673,23.133371366490938
51,sel,s120,673,24.169970229507676
51,sel,b24x48,673,22.926050004907705
51,sel,b24x72,673,22.45707338229118
51,sel,b24x96,673,22.113537839920753
51,sel,b24x120,673,22.30893080283439
51,sel,b48x72,673,23.58674178119623
51,sel,b48x96,673,23.276546263902013
51,sel,b48x120,673,23.238202439454085
51,sel,b72x96,673,22.954646397798843
51,sel,b72x120,673,23.088161740327156
51,sel,b96x120,673,23.259349919284823
51,sco,s24,407,15.060425179031691
51,sco,s48,407,15.065018563487047
51,sco,s72,407,14.921803333034841
51,sco,s96,407,16.993820567767084
51,sco,s120,407,15.249326226923033
51,sco,b24x48,407,14.94978100464411
51,sco,b24x72,407,14.806988115122543
51,sco,b24x96,407,15.547971013495768
51,sco,b24x120,407,14.72576145708239
51,sco,b48x72,407,14.849606536160511
51,sco,b48x96,407,15.658439535887307
51,sco,b48x120,407,14.776380271982923
51,sco,b72x96,407,15.65460489104493
51,sco,b72x120,407,14.762583867303663
51,sco,b96x120,407,15.698619841299827
54,sel,s24,670,22.805259866898403
54,sel,s48,670,24.913455015987957
54,sel,s72,670,23.495515405593064
54,sel,s96,670,23.626686047516472
54,sel,s120,670,24.90332851252913
54,sel,b24x48,670,23.559194755514845
54,sel,b24x72,670,22.869546346277062
54,sel,b24x96,670,22.72458084022739
54,sel,b24x120,670,22.99454250713747
54,sel,b48x72,670,24.009265386881186
54,sel,b48x96,670,23.87255895925591
54,sel,b48x120,670,23.982530220561898
54,sel,b72x96,670,23.27556878091962
54,sel,b72x120,670,23.546094032581063
54,sel,b96x120,670,23.958535233340804
54,sco,s24,407,15.4107186018305
54,sco,s48,407,15.730658131324335
54,sco,s72,407,15.432809793295064
54,sco,s96,407,17.375653211498328
54,sco,s120,407,15.49958537701063
54,sco,b24x48,407,15.459972812699114
54,sco,b24x72,407,15.245941437555874
54,sco,b24x96,407,15.874399365944384
54,sco,b24x120,407,15.030750010128987
54,sco,b48x72,407,15.441376185607151
54,sco,b48x96,407,16.170822546082526
54,sco,b48x120,407,15.212246311659918
54,sco,b72x96,407,16.112997743341403
54,sco,b72x120,407,15.139664486942568
54,sco,b96x120,407,15.998712146993622
57,sel,s24,667,23.54911942182213
57,sel,s48,667,25.163768272813932
57,sel,s72,667,23.75576593550876
57,sel,s96,667,24.45241805165994
57,sel,s120,667,24.908902849420585
57,sel,b24x48,667,24.088593271120203
57,sel,b24x72,667,23.35395029994139
57,sel,b24x96,667,23.49595310325124
57,sel,b24x120,667,23.31911053086165
57,sel,b48x72,667,24.28078162315002
57,sel,b48x96,667,24.404745817130127
57,sel,b48x120,667,24.132746568474765
57,sel,b72x96,667,23.84197399962768
57,sel,b72x120,667,23.718026972245895
57,sel,b96x120,667,24.364600885716953
57,sco,s24,407,16.456168860899858
57,sco,s48,407,15.883667841039312
57,sco,s72,407,16.09055800796519
57,sco,s96,407,18.203252733984694
57,sco,s120,407,16.28404791780281
57,sco,b24x48,407,16.047303906138545
57,sco,b24x72,407,16.0844652510393
57,sco,b24x96,407,16.813834274008176
57,sco,b24x120,407,15.938421743015128
57,sco,b48x72,407,15.835071640832043
57,sco,b48x96,407,16.653116622407275
57,sco,b48x120,407,15.710604149752829
57,sco,b72x96,407,16.86130957950269
57,sco,b72x120,407,15.82751987944782
57,sco,b96x120,407,16.80217821463647
60,sel,s24,664,23.790082785860967
60,sel,s48,664,24.111973887802346
60,sel,s72,664,23.81432266632077
60,sel,s96,664,24.2234041172801
60,sel,s120,664,24.748539724834576
60,sel,b24x48,664,23.714373534907686
60,sel,b24x72,664,23.51494075344314
60,sel,b24x96,664,23.428332496011635
60,sel,b24x120,664,23.41913533451688
60,sel,b48x72,664,23.775254668574263
60,sel,b48x96,664,23.756290439011302
60,sel,b48x120,664,23.646629374115648
60,sel,b72x96,664,23.692815779873065
60,sel,b72x120,664,23.683695263070568
60,sel,b96x120,664,24.177977597167626
60,sco,s24,407,16.487893530139488
60,sco,s48,407,16.094803628180873
60,sco,s72,407,16.578524756166914
60,sco,s96,407,18.610129081917705
60,sco,s120,407,16.534814627971475
60,sco,b24x48,407,16.16612080402312
60,sco,b24x72,407,16.36493204193875
60,sco,b24x96,407,17.151616848676703
60,sco,b24x120,407,16.1255989177401
60,sco,b48x72,407,16.18584106021578
60,sco,b48x96,407,16.983632252729496
60,sco,b48x120,407,15.957802857768772
60,sco,b72x96,407,17.33431801930552
60,sco,b72x120,407,16.188967952314854
60,sco,b96x120,407,17.1467604478355
63,sel,s24,661,24.333593887723246
63,sel,s48,661,24.905120812221305
63,sel,s72,661,24.292440083998315
63,sel,s96,661,24.254539035163617
63,sel,s120,661,24.931243063202974
63,sel,b24x48,661,24.384953950730118
63,sel,b24x72,661,24.04417046568157
63,sel,b24x96,661,23.759329284524632
63,sel,b24x120,661,23.94111957315704
63,sel,b48x72,661,24.396713390462196
63,sel,b48x96,661,24.145978489614997
63,sel,b48x120,661,24.198196370553482
63,sel,b72x96,661,23.950979260283745
63,sel,b72x120,661,24.101718685255797
63,sel,b96x120,661,24.298397713304798
63,sco,s24,407,15.813646024160041
63,sco,s48,407,16.39219539939497
63,sco,s72,407,16.494971672077998
63,sco,s96,407,18.68300694001652
63,sco,s120,407,17.166217236265457
63,sco,b24x48,407,15.997123036828768
63,sco,b24x72,407,16.005054012605456
63,sco,b24x96,407,16.8887343499191
63,sco,b24x120,407,16.15608426894507
63,sco,b48x72,407,16.27544438950401
63,sco,b48x96,407,17.124049065137005
63,sco,b48x120,407,16.40423115944356
63,sco,b72x96,407,17.321993869253713
63,sco,b72x120,407,16.480124299482874
63,sco,b96x120,407,17.474285061491663
66,sel,s24,658,25.690654004726657
66,sel,s48,658,26.349195062618588
66,sel,s72,658,25.572439730432315
66,sel,s96,658,25.612136449121024
66,sel,s120,658,26.560589234780352
66,sel,b24x48,658,25.796616244571588
66,sel,b24x72,658,25.393773957355457
66,sel,b24x96,658,25.184373793236638
66,sel,b24x120,658,25.593507420954175
66,sel,b48x72,658,25.768633446021703
66,sel,b48x96,658,25.5558696361746
66,sel,b48x120,658,25.798162143558624
66,sel,b72x96,658,25.330632222421023
66,sel,b72x120,658,25.64606923183949
66,sel,b96x120,658,25.7926857924092
66,sco,s24,407,16.567752602067685
66,sco,s48,407,17.637774836004617
66,sco,s72,407,17.11173293313312
66,sco,s96,407,19.55247612726154
66,sco,s120,407,18.055006292410585
66,sco,b24x48,407,17.00813581589517
66,sco,b24x72,407,16.683834822457296
66,sco,b24x96,407,17.633537999930567
66,sco,b24x120,407,16.997210837585513
66,sco,b48x72,407,17.20975292355208
66,sco,b48x96,407,18.169555079402016
66,sco,b48x120,407,17.470343492812475
66,sco,b72x96,407,18.06095671951932
66,sco,b72x120,407,17.22957560364517
66,sco,b96x120,407,18.312426968133117
69,sel,s24,655,25.243176951743813
69,sel,s48,655,26.170859404668125
69,sel,s72,655,26.049484555263167
69,sel,s96,655,25.93570074589406
69,sel,s120,655,26.840439570050485
69,sel,b24x48,655,25.478587090935726
69,sel,b24x72,655,25.38576264810317
69,sel,b24x96,655,25.182145769751326
69,sel,b24x120,655,25.609387946757675
69,sel,b48x72,655,25.950546380793977
69,sel,b48x96,655,25.721366861945576
69,sel,b48x120,655,25.986108914700047
69,sel,b72x96,655,25.713775305779965
69,sel,b72x120,655,26.007001701642384
69,sel,b96x120,655,26.1040618653659
69,sco,s24,407,16.771408688186995
69,sco,s48,407,17.93647518696664
69,sco,s72,407,17.310639030572364
69,sco,s96,407,19.380298266031467
69,sco,s120,407,17.534968970032935
69,sco,b24x48,407,17.2655088252486
69,sco,b24x72,407,16.91720022539178
69,sco,b24x96,407,17.642002342474296
69,sco,b24x120,407,16.823019137288796
69,sco,b48x72,407,17.520188926720614
69,sco,b48x96,407,18.26603331561279
69,sco,b48x120,407,17.34717928314735
69,sco,b72x96,407,18.076984748864138
69,sco,b72x120,407,17.066466298355795
69,sco,b96x120,407,17.977822874109002
72,sel,s24,652,24.284873812838217
72,sel,s48,652,25.49336305913968
72,sel,s72,652,24.829906663131197
72,sel,s96,652,25.317406180189074
72,sel,s120,652,25.86201266582285
72,sel,b24x48,652,24.662381555840366
72,sel,b24x72,652,24.264856852806233
72,sel,b24x96,652,24.458875705621637
72,sel,b24x120,652,24.595724531242336
72,sel,b48x72,652,25.014606665578434
72,sel,b48x96,652,25.15747154270959
72,sel,b48x120,652,25.1770294497754
72,sel,b72x96,652,24.803860835367935
72,sel,b72x120,652,24.87659357961352
72,sel,b96x120,652,25.271127628236727
72,sco,s24,407,16.121844342782204
72,sco,s48,407,17.322954007956678
72,sco,s72,407,16.476531733604613
72,sco,s96,407,18.60266968005451
72,sco,s120,407,16.99092024499734
72,sco,b24x48,407,16.613671861630714
72,sco,b24x72,407,16.185308864232216
72,sco,b24x96,407,16.921017666863108
72,sco,b24x120,407,16.221035471341956
72,sco,b48x72,407,16.799722750928453
72,sco,b48x96,407,17.585703141058623
72,sco,b48x120,407,16.752762011251406
72,sco,b72x96,407,17.263552084905683
72,sco,b72x120,407,16.347620432383746
72,sco,b96x120,407,17.27833497043145
75,sel,s24,649,24.357700646219307
75,sel,s48,649,25.83272025653337
75,sel,s72,649,25.17064850041229
75,sel,s96,649,25.9605082165506
75,sel,s120,649,25.606606366490986
75,sel,b24x48,649,24.836565040603023
75,sel,b24x72,649,24.488289436627053
75,sel,b24x96,649,24.816037786549316
75,sel,b24x120,649,24.412491595649005
75,sel,b48x72,649,25.3551051664799
75,sel,b48x96,649,25.617653790042095
75,sel,b48x120,649,25.111748396222488
75,sel,b72x96,649,25.31121089964642
75,sel,b72x120,649,24.862364773940477
75,sel,b96x120,649,25.41102451346391
75,sco,s24,407,16.448792125120345
75,sco,s48,407,17.137854967729783
75,sco,s72,407,15.816361157477072
75,sco,s96,407,17.946079102110037
75,sco,s120,407,16.591037357699115
75,sco,b24x48,407,16.691428408464606
75,sco,b24x72,407,15.99519331439054
75,sco,b24x96,407,16.728234234391163
75,sco,b24x120,407,16.14502900489993
75,sco,b48x72,407,16.331767566968697
75,sco,b48x96,407,17.13429510255761
75,sco,b48x120,407,16.427817591807614
75,sco,b72x96,407,16.574758804757487
75,sco,b72x120,407,15.809040183627388
75,sco,b96x120,407,16.731749778252105
78,sel,s24,646,25.729171553258723
78,sel,s48,646,26.211448273545233
78,sel,s72,646,25.591592282663
78,sel,s96,646,25.956006285619498
78,sel,s120,646,26.728141650275056
78,sel,b24x48,646,25.672596958422254
78,sel,b24x72,646,25.35898586759437
78,sel,b24x96,646,25.46004095842457
78,sel,b24x120,646,25.569674717933204
78,sel,b48x72,646,25.73818224985088
78,sel,b48x96,646,25.766836106966252
78,sel,b48x120,646,25.79412804780904
78,sel,b72x96,646,25.531931951000953
78,sel,b72x120,646,25.605318638435904
78,sel,b96x120,646,25.928839999092418
78,sco,s24,407,16.54614000645593
78,sco,s48,407,17.094989321907004
78,sco,s72,407,15.911254897511485
78,sco,s96,407,17.855812820452847
78,sco,s120,407,16.280430352942
78,sco,b24x48,407,16.720512793164296
78,sco,b24x72,407,16.084251510422483
78,sco,b24x96,407,16.723272588795737
78,sco,b24x120,407,16.021141536755373
78,sco,b48x72,407,16.345622581794206
78,sco,b48x96,407,17.082034496547237
78,sco,b48x120,407,16.2209262649354
78,sco,b72x96,407,16.569192187970216
78,sco,b72x120,407,15.720308582142076
78,sco,b96x120,407,16.545413149965093
81,sel,s24,643,27.126722995117923
81,sel,s48,643,26.998454923019843
81,sel,s72,643,26.554542075761844
81,sel,s96,643,26.823720918964927
81,sel,s120,643,28.479463678070097
81,sel,b24x48,643,26.780493361110402
81,sel,b24x72,643,26.508778386551217
81,sel,b24x96,643,26.58775529499823
81,sel,b24x120,643,27.111254856517277
81,sel,b48x72,643,26.6122048734456
81,sel,b48x96,643,26.58159135046721
81,sel,b48x120,643,27.100930151195683
81,sel,b72x96,643,26.43697570092329
81,sel,b72x120,643,26.96097668738133
81,sel,b96x120,643,27.22680919481143
81,sco,s24,407,16.588839777687525
81,sco,s48,407,18.00036228068645
81,sco,s72,407,16.960013079298896
81,sco,s96,407,18.924726257428265
81,sco,s120,407,16.603847291971373
81,sco,b24x48,407,17.19284771660052
81,sco,b24x72,407,16.653627409320958
81,sco,b24x96,407,17.33631322415586
81,sco,b24x120,407,16.255689495368237
81,sco,b48x72,407,17.32061726865301
81,sco,b48x96,407,18.09931279675653
81,sco,b48x120,407,16.83025136370708
81,sco,b72x96,407,17.646569935079835
81,sco,b72x120,407,16.42959588919004
81,sco,b96x120,407,17.218421108611732
84,sel,s24,640,28.157215691032132
84,sel,s48,640,27.600098172420235
84,sel,s72,640,27.215300341136295
84,sel,s96,640,27.067444342944146
84,sel,s120,640,28.76035374441703
84,sel,b24x48,640,27.629568373365565
84,sel,b24x72,640,27.39525996450589
84,sel,b24x96,640,27.24784439929262
84,sel,b24x120,640,27.853336669622422
84,sel,b48x72,640,27.239113294799985
84,sel,b48x96,640,27.008020080268277
84,sel,b48x120,640,27.61305641166513
84,sel,b72x96,640,26.89590534569613
84,sel,b72x120,640,27.448997482889094
84,sel,b96x120,640,27.533966319619413
84,sco,s24,407,17.129058085049227
84,sco,s48,407,18.21889023083673
84,sco,s72,407,17.30898387169247
84,sco,s96,407,19.12468463348075
84,sco,s120,407,17.275437315045142
84,sco,b24x48,407,17.57461095827705
84,sco,b24x72,407,17.118760374513954
84,sco,b24x96,407,17.770660862434188
84,sco,b24x120,407,16.892114298030585
84,sco,b48x72,407,17.615242401293713
84,sco,b48x96,407,18.33464843407284
84,sco,b48x120,407,17.306585433789106
84,sco,b72x96,407,17.93664500342043
84,sco,b72x120,407,16.975120716487144
84,sco,b96x120,407,17.626500830798967
87,sel,s24,637,28.546206444365726
87,sel,s48,637,27.647745347156416
87,sel,s72,637,27.577772436978684
87,sel,s96,637,26.815683658522786
87,sel,s120,637,28.465144810482848
87,sel,b24x48,637,27.84650616083706
87,sel,b24x72,637,27.754675874247514
87,sel,b24x96,637,27.312986862408984
87,sel,b24x120,637,27.889039946677407
87,sel,b48x72,637,27.444913646193903
87,sel,b48x96,637,26.882906991612778
87,sel,b48x120,637,27.487871135139024
87,sel,b72x96,637,26.950467243171445
87,sel,b72x120,637,27.528711503480235
87,sel,b96x120,637,27.27008875976236
87,sco,s24,407,18.741164334880082
87,sco,s48,407,19.251550335700855
87,sco,s72,407,18.058968098302373
87,sco,s96,407,19.518295828799594
87,sco,s120,407,18.157301214238238
87,sco,b24x48,407,18.92567459568077
87,sco,b24x72,407,18.320305805630205
87,sco,b24x96,407,18.834506099356176
87,sco,b24x120,407,18.14802355175754
87,sco,b48x72,407,18.542786662798168
87,sco,b48x96,407,19.08556528871186
87,sco,b48x120,407,18.32887757241233
87,sco,b72x96,407,18.54620692354468
87,sco,b72x120,407,17.84102699768791
87,sco,b96x120,407,18.324054248532946
90,sel,s24,634,27.947193752627292
90,sel,s48,634,27.988920217076753
90,sel,s72,634,27.936879302775637
90,sel,s96,634,26.854598208944488
90,sel,s120,634,28.784609473392354
90,sel,b24x48,634,27.73941003047189
90,sel,b24x72,634,27.63093078216057
90,sel,b24x96,634,27.01792427033162
90,sel,b24x120,634,27.77414271311052
90,sel,b48x72,634,27.74642116970635
90,sel,b48x96,634,27.033944508843234
90,sel,b48x120,634,27.780065467594447
90,sel,b72x96,634,27.1297728134042
90,sel,b72x120,634,27.89448987095628
90,sel,b96x120,634,27.46323711754384
90,sco,s24,407,19.36105742106967
90,sco,s48,407,20.17183288329555
90,sco,s72,407,18.214790653284144
90,sco,s96,407,20.153938013203987
90,sco,s120,407,18.150335679849412
90,sco,b24x48,407,19.691198552472848
90,sco,b24x72,407,18.680268180010586
90,sco,b24x96,407,19.42904601605858
90,sco,b24x120,407,18.407804531219693
90,sco,b48x72,407,19.05582114182889
90,sco,b48x96,407,19.85002196195137
90,sco,b48x120,407,18.74188556331504
90,sco,b72x96,407,18.940919942098446
90,sco,b72x120,407,17.902297721236135
90,sco,b96x120,407,18.628023166373897
93,sel,s24,631,27.76649150504161
93,sel,s48,631,28.774022932714875
93,sel,s72,631,27.813147046682563
93,sel,s96,631,26.617473658618476
93,sel,s120,631,28.226158743508556
93,sel,b24x48,631,28.074058902054652
93,sel,b24x72,631,27.488144679292624
93,sel,b24x96,631,26.81312769839627
93,sel,b24x120,631,27.41937097279844
93,sel,b48x72,631,28.03975335443618
93,sel,b48x96,631,27.27933480774996
93,sel,b48x120,631,27.834160819311716
93,sel,b72x96,631,26.943138518130983
93,sel,b72x120,631,27.542652004695057
93,sel,b96x120,631,27.021696689939255
93,sco,s24,407,18.42772388364502
93,sco,s48,407,19.729375632625988
93,sco,s72,407,17.68859562312653
93,sco,s96,407,19.61174309776011
93,sco,s120,407,17.489620300993582
93,sco,b24x48,407,18.977936849978825
93,sco,b24x72,407,17.940610293627238
93,sco,b24x96,407,18.647885247935022
93,sco,b24x120,407,17.687079549062936
93,sco,b48x72,407,18.57558983292158
93,sco,b48x96,407,19.307444063809836
93,sco,b48x120,407,18.197190525706567
93,sco,b72x96,407,18.36042958582624
93,sco,b72x120,407,17.296571567757614
93,sco,b96x120,407,18.011438154237336
96,sel,s24,628,28.09751082786474
96,sel,s48,628,29.250861396638783
96,sel,s72,628,28.163237693894782
96,sel,s96,628,27.00681128947056
96,sel,s120,628,28.057701087693886
96,sel,b24x48,628,28.48002443336946
96,sel,b24x72,628,27.77869884773291
96,sel,b24x96,628,27.136662447454917
96,sel,b24x120,628,27.377473302195387
96,sel,b48x72,628,28.435754826878593
96,sel,b48x96,628,27.720782471507967
96,sel,b48x120,628,28.00566367186842
96,sel,b72x96,628,27.30241857081163
96,sel,b72x120,628,27.54470667848114
96,sel,b96x120,628,27.15015441035289
96,sco,s24,407,18.48784377352587
96,sco,s48,407,19.3380277402218
96,sco,s72,407,17.44895591747385
96,sco,s96,407,19.11245542473915
96,sco,s120,407,17.543024987904023
96,sco,b24x48,407,18.827002566273254
96,sco,b24x72,407,17.8481616833442
96,sco,b24x96,407,18.420036390629576
96,sco,b24x120,407,17.758469635744376
96,sco,b48x72,407,18.269118043924163
96,sco,b48x96,407,18.811761714061653
96,sco,b48x120,407,18.070094528312328
96,sco,b72x96,407,17.994124182639126
96,sco,b72x120,407,17.17470306459254
96,sco,b96x120,407,17.80912198715615
99,sel,s24,625,28.279403294497264
99,sel,s48,625,29.938207721440808
99,sel,s72,625,28.366247926111022
99,sel,s96,625,26.71039786752371
99,sel,s120,625,27.900573113104613
99,sel,b24x48,625,28.92879423140378
99,sel,b24x72,625,27.992091306946257
99,sel,b24x96,625,27.07753976193119
99,sel,b24x120,625,27.314941794568846
99,sel,b48x72,625,28.818824511343276
99,sel,b48x96,625,27.86482701377112
99,sel,b48x120,625,28.118305328627386
99,sel,b72x96,625,27.234646606120272
99,sel,b72x120,625,27.542608136725512
99,sel,b96x120,625,26.891462142952427
99,sco,s24,407,18.91348540941944
99,sco,s48,407,19.525569775828888
99,sco,s72,407,17.9324036149974
99,sco,s96,407,19.721605942576694
99,sco,s120,407,17.42121394040172
99,sco,b24x48,407,19.139348214532546
99,sco,b24x72,407,18.276335610075854
99,sco,b24x96,407,18.95072881947862
99,sco,b24x120,407,17.850028952007087
99,sco,b48x72,407,18.572711364625317
99,sco,b48x96,407,19.219153563198706
99,sco,b48x120,407,18.098934348999414
99,sco,b72x96,407,18.569858391251397
99,sco,b72x120,407,17.298986344059937
99,sco,b96x120,407,18.030744522756873
102,sel,s24,622,28.359756689001614
102,sel,s48,622,30.454452142334226
102,sel,s72,622,28.7409658963159
102,sel,s96,622,26.511907152926195
102,sel,s120,622,28.60061039932519
102,sel,b24x48,622,29.197659475965768
102,sel,b24x72,622,28.242747230394563
102,sel,b24x96,622,27.090440288271605
102,sel,b24x120,622,27.788597590615286
102,sel,b48x72,622,29.223715469963466
102,sel,b48x96,622,27.91197163847997
102,sel,b48x120,622,28.651418405953407
102,sel,b72x96,622,27.277192817598532
102,sel,b72x120,622,28.192068636295552
102,sel,b96x120,622,27.136609977658058
102,sco,s24,407,19.02496707473871
102,sco,s48,407,19.831986519925994
102,sco,s72,407,18.63188410779169
102,sco,s96,407,20.00265061725081
102,sco,s120,407,17.484846610491452
102,sco,b24x48,407,19.332957310004677
102,sco,b24x72,407,18.599449740947833
102,sco,b24x96,407,19.078062264203453
102,sco,b24x120,407,17.940540459396257
102,sco,b48x72,407,19.039672874303733
102,sco,b48x96,407,19.521936989333494
102,sco,b48x120,407,18.319402990807486
102,sco,b72x96,407,19.073976434282315
102,sco,b72x120,407,17.65623308652991
102,sco,b96x120,407,18.18228264039428
105,sel,s24,619,28.93376535800045
105,sel,s48,619,31.446723786467636
105,sel,s72,619,29.50729312970112
105,sel,s96,619,27.309459875989482
105,sel,s120,619,28.60054369085747
105,sel,b24x48,619,29.962040397652704
105,sel,b24x72,619,28.916882628569255
105,sel,b24x96,619,27.703505178773337
105,sel,b24x120,619,28.134938442218356
105,sel,b48x72,619,30.04093773474426
105,sel,b48x96,619,28.680281235886355
105,sel,b48x120,619,29.127946843937046
105,sel,b72x96,619,27.987683665333947
105,sel,b72x120,619,28.584678040325443
105,sel,b96x120,619,27.56583103078424
105,sco,s24,407,20.571509559251
105,sco,s48,407,20.818228987427208
105,sco,s72,407,19.765618800039498
105,sco,s96,407,20.43299627403163
105,sco,s120,407,18.17125761854985
105,sco,b24x48,407,20.603248325175656
105,sco,b24x72,407,19.880028305928885
105,sco,b24x96,407,20.044787192870498
105,sco,b24x120,407,19.02273709938238
105,sco,b48x72,407,20.07040137102778
105,sco,b48x96,407,20.246268510636156
105,sco,b48x120,407,19.146163507662493
105,sco,b72x96,407,19.927057333818077
105,sco,b72x120,407,18.55293173192872
105,sco,b96x120,407,18.838200698010922
108,sel,s24,618,26.67820198303598
108,sel,s48,618,29.55267084230303
108,sel,s72,618,27.93008143506739
108,sel,s96,618,26.568722010109358
108,sel,s120,618,26.41299689161821
108,sel,b24x48,618,27.858484214568172
108,sel,b24x72,618,27.013363526617493
108,sel,b24x96,618,26.21367616393878
108,sel,b24x120,618,26.020783792344155
108,sel,b48x72,618,28.263849000142162
108,sel,b48x96,618,27.38951282526851
108,sel,b48x120,618,27.136967081146416
108,sel,b72x96,618,26.801132561622452
108,sel,b72x120,618,26.74545621566834
108,sel,b96x120,618,26.139235935367527
108,sco,s24,407,20.4092768905405
108,sco,s48,407,20.847201546432657
108,sco,s72,407,19.78645946882165
108,sco,s96,407,20.648296419345144
108,sco,s120,407,18.294953761295762
108,sco,b24x48,407,20.543221633388757
108,sco,b24x72,407,19.913168454824735
108,sco,b24x96,407,20.210836497968128
108,sco,b24x120,407,19.02524463003097
108,sco,b48x72,407,20.11723080943483
108,sco,b48x96,407,20.40360638771632
108,sco,b48x120,407,19.25323662693515
108,sco,b72x96,407,20.08567950910507
108,sco,b72x120,407,18.636879470608804
108,sco,b96x120,407,19.059182411843707
111,sel,s24,615,25.935923298907532
111,sel,s48,615,28.19548773096652
111,sel,s72,615,26.866231270223814
111,sel,s96,615,26.559385493886744
111,sel,s120,615,25.808859841199475
111,sel,b24x48,615,26.85547277844018
111,sel,b24x72,615,26.115615501486428
111,sel,b24x96,615,25.874618468668086
111,sel,b24x120,615,25.376297199904407
111,sel,b48x72,615,27.128015012077874
111,sel,b48x96,615,26.813646829698648
111,sel,b48x120,615,26.297615377689247
111,sel,b72x96,615,26.316411844405003
111,sel,b72x120,615,25.938859797274635
111,sel,b96x120,615,25.833455316095453
111,sco,s24,407,19.65430541305054
111,sco,s48,407,20.621072987113855
111,sco,s72,407,19.90679889860096
111,sco,s96,407,20.397609123502583
111,sco,s120,407,18.911838829996913
111,sco,b24x48,407,20.064878703976916
111,sco,b24x72,407,19.571267105756164
111,sco,b24x96,407,19.691857223568405
111,sco,b24x120,407,19.01572641495958
111,sco,b48x72,407,20.009788481583513
111,sco,b48x96,407,20.126112106094144
111,sco,b48x120,407,19.45301153838699
111,sco,b72x96,407,20.03251406474034
111,sco,b72x120,407,19.008156558938502
111,sco,b96x120,407,19.26462443485026
114,sel,s24,612,26.36577344254619
114,sel,s48,612,27.925161206911298
114,sel,s72,612,27.10598555140214
114,sel,s96,612,27.902381094774505
114,sel,s120,612,26.778756059355814
114,sel,b24x48,612,26.900358633382425
114,sel,b24x72,612,26.417082007239927
114,sel,b24x96,612,26.737552055101734
114,sel,b24x120,612,26.03641927960664
114,sel,b48x72,612,27.168770902042496
114,sel,b48x96,612,27.384160851673617
114,sel,b48x120,612,26.684887566569152
114,sel,b72x96,612,27.194487065101022
114,sel,b72x120,612,26.54344362219928
114,sel,b96x120,612,27.02702092643234
114,sco,s24,407,19.907312144319363
114,sco,s48,407,20.77602387040346
114,sco,s72,407,20.284684528673996
114,sco,s96,407,20.196050514093066
114,sco,s120,407,19.014280367387165
114,sco,b24x48,407,20.267988180493123
114,sco,b24x72,407,19.82039762155694
114,sco,b24x96,407,19.673946282052086
114,sco,b24x120,407,19.18608507136681
114,sco,b48x72,407,20.240781609837427
114,sco,b48x96,407,20.084285042929288
114,sco,b48x120,407,19.57462059110617
114,sco,b72x96,407,20.135896551844084
114,sco,b72x120,407,19.185594872501532
114,sco,b96x120,407,19.176222788155815
117,sel,s24,609,26.30933650366943
117,sel,s48,609,27.61191331170476
117,sel,s72,609,27.021750473062482
117,sel,s96,609,28.369676236209997
117,sel,s120,609,27.488729919929625
117,sel,b24x48,609,26.723254452997516
117,sel,b24x72,609,26.37106039753533
117,sel,b24x96,609,26.934918009635073
117,sel,b24x120,609,26.264768614999443
117,sel,b48x72,609,27.036652225571512
117,sel,b48x96,609,27.502132054562704
117,sel,b48x120,609,26.81470521507726
117,sel,b72x96,609,27.43243146361527
117,sel,b72x120,609,26.771628972425823
117,sel,b96x120,609,27.56833417895929
117,sco,s24,407,20.660332173276416
117,sco,s48,407,20.9163362376296
117,sco,s72,407,20.74987286329635
117,sco,s96,407,20.887033380980228
117,sco,s120,407,20.21876768131461
117,sco,b24x48,407,20.713189246962216
117,sco,b24x72,407,20.506105267772497
117,sco,b24x96,407,20.431157136366185
117,sco,b24x120,407,20.137981660791063
117,sco,b48x72,407,20.593110504732568
117,sco,b48x96,407,20.47757471042598
117,sco,b48x120,407,20.227043371799237
117,sco,b72x96,407,20.692511102500962
117,sco,b72x120,407,19.952341891473072
117,sco,b96x120,407,19.99342016784413
12,sel,s24,701,63.210411279378874
12,sel,s48,701,62.71461579611769
12,sel,s72,701,63.941538551727646
12,sel,s96,701,66.26600533780868
